SYMBOL	treatments
STK11	EVEROLIMUS:21189378| Sirolimus, SIROLIMUS:20142330| Trametinib, TRAMETINIB:27821489| Radiotherapy:27615706,28652249| GDC-0941, PICTILISIB:24322983| CHEMBL589258, PKI-402:20371716| SAR245409, VOXTALISIB:24634413| PD-0325901:27821489| DOCETAXEL:22425996| MK-1775, AZD-1775:28652249| INK-128, MLN0128:26574479| Refametinib, RDEA119:27821489| Cisplatin:28652249| unspecified PD-1 antibody:26833127| PHENFORMIN, Phenformin:26574479| CI-1040:27821489| METFORMIN, Metformin:17062558,18006825| SELUMETINIB (AZD6244), SELUMETINIB:22425996| PF-05212384, GEDATOLISIB:21325073| Selumetinib, SELUMETINIB:27821489| AZD-8055, AZD8055:25436981| PILARALISIB (CHEMBL3218575), XL147:25637314| EVEROLIMUS, Everolimus:21189378,27615706| INK-128, Sapanisertib:26574479
STK39	losartan:21993215
STMN1	PACLITAXEL:24587245| vinorelbine:-| platinum:-
STRAP	ADJUVANT:15720808
STRBP	methylphenidate:-
STS	TRIPTORELIN, DECAPEPTYL:7748810| PENICILLAMINE:1567476| PROGESTOGENS:1751397| ANTIESTROGENIC:15597397| ESTRONE-SULFATE:6581863| PROGESTERONE:1751397| DANAZOL:1751397| ANTIESTROGENS:8388710| ESTRONE:2796962,6581863
STX11	emapalumab:-
STX1B	warfarin:27740732
STX4	warfarin:-| phenprocoumon:21063236| acenocoumarol:19578179
STXBP2	emapalumab:-
SUCLA2	mercaptopurine:-| azathioprine:-
SUFU	SONIDEGIB, ERISMODEGIB:24651015
SUGCT	hmg coa reductase inhibitors:-| hormonal contraceptives for systemic use:28750087
SULT1A1	tapentadol:-| acetaminophen:23462933;26049587;30908574| conjugated estrogens:16985250| desmethylnaproxen:-
SULT1A2	4-hydroxytamoxifen:-| STREPTOZOTOCIN:7600911| endoxifen:-
SULT1A3	tapentadol:-| tramadol:-| acetaminophen:23462933;26049587| o-desmethyltramadol:-
SULT1A4	morphine:-| acetaminophen:26049587
SULT1C4	thalidomide:20038957| docetaxel:20038957
SULT1E1	acetaminophen:23462933;26049587
SULT2A1	acetaminophen:26049587| METHOTREXATE:17163485| TGF:3164434| OXANDROLONE:8319371
SULT2B1	fludarabine:22584460| gemtuzumab ozogamicin:22584460| idarubicin:22584460| cytarabine:22584460| anthracyclines and related substances:21900104;23441093
SUMO4	tacrolimus:28941036
SV2A	INSULIN:16306227
SYK	PACLITAXEL:26096845
SYNE2	vincristine:30191766
SYNE3	irinotecan:23478653| cisplatin:23478653
SYP	MORPHINE:10710628| DIMETHYL SULFOXIDE:2512391| 6-HYDROXYDOPAMINE:15765516
SZRD1	daunorubicin:-
T	flunisolide:-
TAAR6	aripiprazole:19345712| corticosteroids:25919112
TAC1	OMEPRAZOLE:15684503,16259735| HALOPERIDOL:6166743| MEXILETINE:7686682| ETIDRONATE, ETIDRONIC ACID:16133581| NALTREXONE:7536308| ANDROGENS:7982063| SODIUM BUTYRATE, BUTYRATE:17187013| ETHER:2421032| GINGER:1282221| IL-3:7691947| GP-120:10597775| GOSSYPOL:2887120| CHLORHEXIDINE:14631229| RESERPINE:6174352,6183051| SULINDAC:1707646| EQUINE GONADOTROPIN, GONADOTROPIN, CHORIONIC:14706561| GLYCYRRHIZIN, GLYCYRRHETINIC ACID:10529487| BACLOFEN:2467977| NIZATIDINE:12495560| FAMOTIDINE:12495560| PROTOPORPHYRIN:9677143| TERFENADINE, ANTIHISTAMINE:1696438| PUROMYCIN:14623771| FUROSEMIDE:2048822| HUMAN CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:14706561| LORATADINE:1283698,9055977| METHOXSALEN, 8-MOP:9430496| WORTMANNIN:9850167| DIGOXIN:1717629
TAC3	LIOTHYRONINE SODIUM, TRIIODOTHYRONINE:10461025
TACR1	CYTOKINES:11160316| VASOPRESSIN:18195491
TAF1	DOXORUBICIN:10070062
TAGLN	TGFBETA1:16876108| 5-AZACYTIDINE, AZACITIDINE:14662021
TANC1	radiotherapy:24974847
TANC2	calcium channel blockers:24192120
TANK	adalimumab:28639493
TAOK3	morphine:-| opioids:30031856
TAP1	Tumor necrosis factor alpha (TNF-alpha) inhibitors:26194362
TAPBP	aspirin:23736108
TAT	URIDINE:6161802| ESTRADIOL, 17 BETA-ESTRADIOL:2887201| METHOTREXATE:1967611| ALBUMIN, ALBUMIN HUMAN:6127852| PREDNISOLONE:6127207| VITAMIN A, RETINOL:8100575| GLUCOCORTICOID:15531725,6127852,6113011| BENZNIDAZOLE:17678649| PROGESTERONE:9744518| ENZYME INHIBITOR:85301| PHENOBARBITAL:1688552| MITOMYCIN-C, MITOMYCIN:610| TETRACYCLINE:2154| ANDROGENS:2882620| GENISTEIN:9128187
TBC1D1	olanzapine:23364847| clozapine:23364847
TBC1D32	Bisphosphonates:-
TBL1XR1	allopurinol:30924126
TBP	RETINOIC ACID, TRETINOIN:8413615| HORMONES:7848271| ETOPOSIDE, VP-16:1646402
TBX21	corticosteroids:-| TGF:15879087| Tumor necrosis factor alpha (TNF-alpha) inhibitors:28139755| DEXTROMETHORPHAN, DXM:17445473
TBXA2R	VINBLASTINE:8632653| MORPHINE:3435201| CYCLOSPORINE:1385733| FUROSEMIDE:7589163
TBXAS1	PHORBOL MYRISTATE ACETATE, PMA:7488650| aspirin:21449675
TCF19	nevirapine:21810746
TCF7L2	cyclosporine:21857094;23041303| Dipeptidyl peptidase 4 (DPP-4) inhibitors:27166975| hydrochlorothiazide:-| sulfonamides, urea derivatives:17519421;21114608| repaglinide:20054294| sirolimus:21857094;23041303
TCIM	ANTIANGIOGENIC:15289477
TCL1A	estradiol:-| exemestane:-
TCN1	CYANOCOBALAMIN:2876185| VITAMIN-B12, VITAMIN B12:526444,3018464,1285639,6164603,8438881,474643,1176445,10207776,3332101,2235967,1504859
TDO2	TCDD:7716779| HORMONES:60273| HYDROGEN PEROXIDE:17212352| DEXAMETHASONE:6136271| INSULIN:2875868
TDP1	irinotecan:18347181
TEAD1	DEXAMETHASONE:12207913
TEC	INOSITOL:9240435
TENM4	capecitabine:-
TERC	CDDP, CISPLATIN (CHEMBL2068237):10769656| IFO, IFOSFAMIDE:10769656| AZIDOTHYMIDINE, ZIDOVUDINE:11036953
TERT	ARSENIC TRIOXIDE:16285558| ANTISENSE OLIGONUCLEOTIDES:15829059| BDNF:12486164| UO126:28215740| rituximab:25684018| BEVACIZUMAB, VEGF:15687494| HOMOHARRINGTONINE, OMACETAXINE MEPESUCCINATE:12744738| RALOXIFENE:15590986
TET2	hydrochlorothiazide:-| Azacitidine, AZACITIDINE:25224413,21494260| Decitabine, DECITABINE:25224413
TEX10	duloxetine:29407288
TF	adalimumab:27115882
TFAP2A	AMPRENAVIR:10996400| NELFINAVIR:10996400| TNF-ALPHA, STAUROSPORINE:11438643| TUMOR NECROSIS FACTOR, STAUROSPORINE:11438643| INDINAVIR:10996400| HORMONES:12704799
TFF2	HORMONES:16359755
TFF3	TAMOXIFEN:25900183| AMINOGLUTETHIMIDE:25900183
TFPI	CREMOPHOR:9352228| ATORVASTATIN:15792677| CHONDROITIN, CHONDROITIN SULFATE:7974391| DACTINOMYCIN, ACTINOMYCIN D:9851943| LOVASTATIN:7600119| HEPARIN:11150580| FULVESTRANT:17029634| HEPARIN SODIUM:9101641| FENOFIBRATE:15543343| PI-88:11292191| CHONDROITIN SULFATE:10959709| DEFIBROTIDE:11441984| AZITHROMYCIN:16113783
TFPI2	HEPARIN:2416032| PROTEASE INHIBITORS:3276312
TG	TC-99M MIBI:11564916| PREDNISONE:2745931| ACEBUTOLOL:2878948| VACCINE:10390298| FDG:10452315| TGFBETA1:10770487,10194419| CALCITRIOL:15319350| BISPECIFIC ANTIBODY:10433080| 13-CIS-RETINOIC ACID, ISOTRETINOIN:17006844| PHENYTOIN:3935423| POLYETHYLENE GLYCOL:6667021| HEXAMETHYLENEBISACETAMIDE:10650339| GENISTEIN:16475902| IL-2:2149997| TRETINOIN, ALL-TRANS-RETINOIC ACID:10946899| AMINOGLYCOSIDES:4064470| RETINOL:11563543| AMINOGLUTETHIMIDE:3781413| ISOTRETINOIN:12656659| ADENOVIRUS VECTOR:15271884| AMIODARONE:8778159| INTERFERON GAMA-1B, GAMMA-INTERFERON:9687151| ROSIGLITAZONE:15640776,16921272| 5-AZACYTIDINE, AZACITIDINE:2476239| DEXAMETHASONE:1174132| RETINOIDS, ETRETINATE:12182039| INTERFERON ALFA-2A, IFN-ALPHA 2:2149997| ALCOHOL, ETHANOL:8289752| HEXAMETHYLENEBISACETAMIDE, HMBA:10450830| PREDNISOLONE:3427792,8636270| RETINOIC ACID, TRETINOIN:11563543| ANTIDEPRESSANT:8895943| OCTREOTIDE:14530610
TGFA	panitumumab:-| cetuximab:-
TGFB1	13-CIS-RETINOIC ACID, ISOTRETINOIN:9815590| SILYMARIN:15103051| TAMOXIFEN:8019941| STREPTOZOTOCIN:17968528| PIRFENIDONE:12907346| ATENOLOL:15049387| H2O2, HYDROGEN PEROXIDE:9722602| ANDROGENS:18635743| radiotherapy:30430914| AMIFOSTINE:12005544| VERAPAMIL:16975733| RETINOIC ACID, TRETINOIN:8940178| 2-CDA, CLADRIBINE:12097998| VITAMIN E:1505665| GALLIUM NITRATE:8381250| TESTOSTERONE:9288184| ETOPOSIDE:16002781| ANTISENSE OLIGONUCLEOTIDES:9108414| ISOFLAVONE, ISOFLAVONES:15195125| GOSSYPOL:15015581| CORTISOL, HYDROCORTISONE:7895901| RETINOID, ETRETINATE:8940178| INOSITOL:8013389| KEYHOLE LIMPET HEMOCYANIN:17093201| PROTEASOME INHIBITOR:10555040| INTERFERON ALFA-2B, IFN ALPHA-2B:12567763| 4-HPR, FENRETINIDE:8993839| irinotecan:27160286| ADRIAMYCIN:10203574| BOVINE CARTILAGE:12525389| GENISTEIN:12580099| rituximab:22129793| ALPHA-TOCOPHEROL, VITAMIN E:9608545| PIOGLITAZONE:17407709| TOREMIFENE:12476040| NICOTINE:10198208| ANTIOXIDANT:12221586| MELATONIN:9649124| Iodine (131I) compounds:30430914| IUDR, IDOXURIDINE:1313063| glatiramer acetate:22111603| RAMIPRIL:15716710| DOXORUBICIN:12956904| aspirin:19138248| HEPARAN SULFATE:1331122| ESTRADIOL, 17 BETA-ESTRADIOL:11498938| SANDOSTATIN:12142738| TRIAMCINOLONE:12174062| TCDD:9772220| EMODIN:11887862| BRDU:10495776
TGFBR2	irinotecan:27160286
TGFBR3	RANTES:14637022| REGRAMOSTIM, GM-CSF:12471017| RETINOIC ACID, TRETINOIN:8143777| BFGF:1556106| CYTOKINES:16634800| TGF-BETA 2:1744125| antidepressants:23092981| DEXAMETHASONE:8143777
TGM2	LEVAMISOLE:17669706| GARLIC:12125104| HEPARAN SULFATE:18499669| DOXORUBICIN:18174247| NERVE GROWTH FACTOR:2887561| TNF-ALPHA, STAUROSPORINE:18490773| GENTAMICIN:8861105| ATORVASTATIN:15313180| FINASTERIDE:7835306| GEMCITABINE:17079475| TAMOXIFEN:9067554| SODIUM BUTYRATE:2887561| HEPARIN:15935280| ISOTRETINOIN, 13-CIS RETINOIC ACID:17916375| RETINYL ACETATE:2897254| L-EFLORNITHINE, ALPHA-DIFLUOROMETHYLORNITHINE:6144574| 4-HYDROPEROXYCYCLOPHOSPHAMIDE, PERFOSFAMIDE:8828830| AMPHOTERICIN B:2871108| IONOMYCIN:9045668| RETINOIDS, ETRETINATE:7890733| IL-6:8096510| IL-12, PROXYPHYLLINE:15905580| ALCOHOL, ETHANOL:10801782| ANTISERUM:16870138| IL-8, CHEMBL411250:14530367| 5-AZA-2&APOS;-DEOXYCYTIDINE, DECITABINE:18174247| RAPAMYCIN, SIROLIMUS:16127150| CAMPTOTHECIN:9758415| THROMBIN:16202257| PROGESTERONE:8603579| VITAMIN A, RETINOL:14529804| ACIVICIN:12670536| DEFEROXAMINE:9194688| BEVACIZUMAB, VASCULAR ENDOTHELIAL GROWTH FACTOR:16914140| IL-1:12606540| CHEMOTHERAPEUTIC AGENT:16170020| CORTICOTROPIN, ADRENOCORTICOTROPIN:2444616| MIDAZOLAM:17093965| CISPLATIN:18667446
TH	OPIATE:1849802| VITAMIN E:11172767| EPOETIN ALFA, EPO:16368081| SAPONIN:9868557| FLUTAMIDE:11223814| ANTIESTROGEN:11223814| metyrosine:-| DEHYDROEPIANDROSTERONE, PRASTERONE:8704732| DOXYCYCLINE:15585109| opioids:29210332| TRIAMTERENE:6149469| methylphenidate:26810137| METHADONE:6125371| SERTRALINE HYDROCHLORIDE:8629887| IFN:8724983| MIBG:7576974| META-IODOBENZYLGUANIDINE:7576974| DHEA, PRASTERONE:8704732| STREPTOZOCIN, STREPTOZOTOCIN:2568957| INDOMETHACIN:12646303
THBD	GINKGO, GINKGO BILOBA:17044640| LEVOTHYROXINE:14763909| SIMVASTATIN:18663903| CURCUMIN:15733976| CILOSTAZOL:10918946| PROSTAGLANDIN E1, ALPROSTADIL:7684300
THBS1	VESNARINONE:15356428| UVB:14962109| PROTEIN KINASE C INHIBITOR:9223624| LOVASTATIN:10543307| ALL-TRANS RETINOIC ACID, TRETINOIN:9447832| PIOGLITAZONE:17063547| CORTICOTROPIN, ACTH:8698834| CAMPTOTHECIN:16962673| SIMVASTATIN:10543307| 5-AZA-2-DEOXYCYTIDINE, DECITABINE:14559817| GP-120:9419208| RETINOIC ACID, TRETINOIN:1430209| 5-AZA-2&APOS;-DEOXYCYTIDINE, DECITABINE:14559817| METHYLCELLULOSE:9016860| VITAMIN A, RETINOL:15736054
THBS2	CORTICOTROPIN, ADRENOCORTICOTROPIC HORMONE:8698834| BEVACIZUMAB:16365183
THBS4	VASOPRESSIN:18541142
THPO	BUSULFAN:7742532| PROMEGAPOIETIN:11602319| PROSTAGLANDIN E1, ALPROSTADIL:7492761| UREA:9726418
THRA	aspirin:-
THRB	salbutamol:-
THRSP	STREPTOZOTOCIN:2177838| ANTIOXIDANT:8317193| LIOTHYRONINE SODIUM, TRIIODOTHYRONINE:8378318| ALBUMIN, ALBUMIN HUMAN:8378318| DEXAMETHASONE:8378318
THY1	THYMOSIN FRACTION 5:6141799| FCA:9521021| HEL:6186895
TICAM1	VACCINE:18217948
TIGD1	paclitaxel:21079520| carboplatin:21079520
TIRAP	ustekinumab:28696418
TJP1	GENISTEIN:10330056| risperidone:-| ALCOHOL, ETHANOL:9952110| DEXAMETHASONE:8206910
TK1	zidovudine:22960662
TK2	ZALCITABINE, DDC:14659972
TLR2	morphine:27649267| Tumor necrosis factor alpha (TNF-alpha) inhibitors:24776844;28696418
TLR3	Measles vaccines:-| aspirin:-| HYDROXYCHLOROQUINE:16142732| PYROXAMIDE, IL-4:16670286| IL-13:16670286
TLR4	Pertussis vaccines:17699831;22383676| RITONAVIR:15388451| folic acid:20136356| ALCOHOL, ETHANOL:11431739| SAQUINAVIR:15388451| Tumor necrosis factor alpha (TNF-alpha) inhibitors:24776844| INFLIXIMAB:12847679| methotrexate:20136356| ADJUVANT:12899573| NELFINAVIR:15388451| HEAT SHOCK PROTEIN 70:15854556
TLR5	ustekinumab:28696418| Tumor necrosis factor alpha (TNF-alpha) inhibitors:28139755
TLR7	imiquimod:26556041
TLR9	Tumor necrosis factor alpha (TNF-alpha) inhibitors:24776844;28696418
TMCO6	fluticasone propionate:22015088
TMEFF2	risperidone:-
TMEM131L	capecitabine:-
TMEM167A	radiotherapy:28796378| Platinum compounds:28796378| fluorouracil:28796378
TMEM8A	remifentanil:29207912| fentanyl:29207912
TMSB10	PMSG, GONADOTROPIN, CHORIONIC:1989873| RETINOIDS, ETRETINATE:2059565,2169566,1846397,1315216| MELATONIN:12188030
TNF	DIDANOSINE:9430255| pyrazinamide:22151084| RABEPRAZOLE:16815316| INSULIN:16125526,9287059| GENTAMICIN:14565862| IMMUNOSTIMULANT:10483872| BUPIVACAINE:15781526| sorafenib:22736425| RISPERIDONE:15567770,11545247| radiotherapy:30430914| METHIMAZOLE:8491516| FOLIC ACID:14608078| ANESTHETICS:15041592| HALOFUGINONE:16769768| OMEPRAZOLE:16815316| SPIRONOLACTONE:16837769| stavudine:20887379| MIDAZOLAM:16406030| CEFOTAXIME:8354907,10989981| PROTON PUMP INHIBITOR:16815316| ethambutol:22151084| NORDIHYDROGUAIARETIC ACID:15379894| HORMONES:10424406| CARBAMAZEPINE:15565432| TAXANES:7954398| TIMOLOL MALEATE:12219997| CROMOLYN SODIUM, SODIUM CROMOGLYCATE:7554404| TZT-1027:11855751| PYRIDOXINE:16277693| TPA, PHORBOL MYRISTATE ACETATE:8615653| POLYPHENOL:12238566| PROPYLTHIOURACIL:15119959| KW-2149:9402313| FLUOCINOLONE ACETONIDE:16454812| mycophenolate mofetil:18444945| Iodine (131I) compounds:30430914| MIDOSTAURIN, CGP41251:15914319| rifampin:22151084| GLIMEPIRIDE:14686960| MAGNESIUM SULFATE:16384608| PENICILLIN G SODIUM, OK-432:1375873| carbamazepine:11294926| HYDROXYCHLOROQUINE:9002011| atorvastatin:18997459| cyclosporine:18444945| PRAZOSIN HYDROCHLORIDE:11406472| PCB, PROCARBAZINE:12230110| TETRANDRINE:8250973| BETA-LAPACHONE:10075082| MEROPENEM:8354907| HEXADECYLPHOSPHOCHOLINE, MILTEFOSINE:7883777| BCG:10022737| LACTULOSE, LACTULOSE HYDRATE:11226652| PNEUMOCOCCAL POLYSACCHARIDE VACCINE:10225849| RUTIN:12423426| COPTIS:9875508
TNFAIP1	IL-2:9357823
TNFAIP3	methotrexate:20921970| Tumor necrosis factor alpha (TNF-alpha) inhibitors:24776844;30653751
TNFRSF10A	SULINDAC:16030090| Tumor necrosis factor alpha (TNF-alpha) inhibitors:22480748| TRAIL:12642685| H2O2, HYDROGEN PEROXIDE:18299966
TNFRSF10C	TRAIL:9973225,14872496
TNFRSF11A	pamidronate:21396799| aspirin:26398624| risperidone:-| acetaminophen:26398624| zoledronate:21396799| Pyrazolones:26398624| propionic acid derivatives:26398624| diclofenac:26398624
TNFRSF11B	pamidronate:21396799| zoledronate:21396799| RISEDRONIC ACID, RISEDRONATE:15777635| TRAIL:11912131,12915677| HORMONES:10469275,10702390| EPINEPHRINE:11239501| TESTOSTERONE:11932280
TNFRSF1A	Tumor necrosis factor alpha (TNF-alpha) inhibitors:22480748;24776844;25311255| UVB:9754576| CYCLOPHOSPHAMIDE:9894568
TNFRSF1B	DIDANOSINE:9430255| LITHIUM:15565432| adalimumab:25537528;29192552| STAVUDINE:9430255| infliximab:18565259;22129793;25537528;25850964;29192552| ustekinumab:25537528| etanercept:25537528;30075559| DACTINOMYCIN, ACTINOMYCIN D:11125300| CARBAMAZEPINE:15565432
TNFRSF8	VITAMIN A, RETINOL:10066655| brentuximab vedotin:24433361;25200691| DACTINOMYCIN, ACTINOMYCIN D:9600114| CHEMOKINES:16964309| FLUTICASONE PROPIONATE:11108439
TNFSF10	SODIUM BUTYRATE:16096370| TRICHOSTATIN A, TRICHOSTATIN:16096370
TNFSF13B	belimumab:-| ETOPOSIDE:12644023| AUTOANTIGEN:15084273
TOB1	STEROID HORMONE:15664454
TOMM40	hmg coa reductase inhibitors:-| Antivirals for treatment of HIV infections, combinations:15809899| ritonavir:15809899
TOP1	CAFFEINE:1339096| irinotecan:18347181| IRINOTECAN:19775480| TOPOISOMERASE INHIBITORS:2553992| CISPLATIN:8205547| SN-38:-| CYCLOPHOSPHAMIDE:1682037| NEW AGENTS:9026436
TOP2A	ADRIAMYCIN:9494516| BROMODEOXYURIDINE:8008235| ANTHRACYCLINE:14978790,15068318| DAUNORUBICIN:9494516| TENIPOSIDE:9426516| epirubicin:-| DACTINOMYCIN, ACTINOMYCIN D:9494516| VINCRISTINE:9494516| CAMPTOTHECIN:11205246| AMSACRINE:8823806,8519659,8632768| fluorouracil:-| HYDROQUINONE:15833037| MITOXANTRONE:9494516,9426516| DEXRAZOXANE:12911317| ETOPOSIDE:8823806,9485461,8870683,9494516,9426516
TOP2B	dexrazoxane:21048526
TOR1A	haloperidol:27023437
TP53	PD0166285:11719452| Navitoclax, NAVITOCLAX:26474387| AZD6482, AZD-6482:26563132| PT2399:27595393| Bevacizumab, BEVACIZUMAB:27466356,23670029,17145525| PEMBROLIZUMAB, Pembrolizumab:28039262| Nutlin-3a:21643018,25964101,21725357| SELECTIVE ESTROGEN RECEPTOR MODULATORS:15755852| GOSSYPOL:16020667| AMG 900, AMG-900:24091768| DABRAFENIB, Dabrafenib:27659046| DS-7423:24504419| Ad.p53-DC vaccine:12082455,15297186,19621448,21927947,12082456| NUTLIN-3A:17671205| Oxaliplatin, OXALIPLATIN:21468686| Prodigiosin, PRODIGIOSIN:26759239| DOCETAXEL:22425996| CETUXIMAB:24957073| CISPLATIN:9600935,11812076,8678559| PROPYLTHIOURACIL:7790147| YW3-56:25612620| AZD-7762, AZD7762:23839309| ZINC CHLORIDE:16585387| SAPONIN:16939894| Serdemetan:21831953| Radiotherapy:21992793,26358474,18026198,28062704,21799033,26162687| GANETESPIB, Ganetespib:26009011| DOCETAXEL, Docetaxel:21399868| CP-31398:26250460| APG-115:28498808| SELUMETINIB (AZD6244), SELUMETINIB:22425996| L-744,832, CHEMBL1221512:16224182| oxaliplatin:-| Sirolimus, SIROLIMUS:26144316| NSC59984:26294215| INK-128, MLN0128:26272063| Demcizumab, DEMCIZUMAB:26855149| MPI-0479605, HEMICHOLINIUM-3:21980130| CHEMBL392068, LY411575:26855149| Cisplatin:25376608,25567130,25964101,23428903,26086967,27179933,23839309,28652249,18618574,26294215| p53-SLP vaccine:21328579,19621448| MK-8745:22293494| Alvespimycin, ALVESPIMYCIN:26009011| TRIETHYLENETHIOPHOSPHORAMIDE, THIOTEPA:12058967| BEVACIZUMAB, Avastin:21399868| METHIMAZOLE:7790147| epirubicin:-| Ad5CMV-p53 gene:15608394| TOPICAL CORTICOSTEROIDS:12207591| AMG 337, AMG-337:26432108| ONC201:26474387| MK-1775, AZD-1775:27601554,27196784,21992793,23520471,21389100,19887545,21799033,28652249,22713237,27998224| RAPAMYCIN, SIROLIMUS:16651424| unspecified ERBB3 antibody:27196767| Topotecan, TOPOTECAN:26438783| fluorouracil:18357466;20638924| GSK2830371:25658463| Selumetinib, SELUMETINIB:26343583,26272063| NAVITOCLAX, ABT-263:27659046| MYCOPHENOLIC ACID, MPA:16684279| AZD-5363, AZD5363:26910118| MI-63:21725357| Flourouracil:16243804| DNA VACCINE:16751417| EGFR antibody:27196767| TC-A2317:22293494| CHEMOTHERAPY:24740294,23515910| BEZ235, DACTOLISIB:26272063| CRIZOTINIB, Crizotinib:25971938,27149990,26438783| Panitumumab, PANITUMUMAB:28514312| Vemurafenib, VEMURAFENIB:26343583,28514312| DOXORUBICIN:22698404,9569050| PF-00477736:22713237| LB-100:25376608| AMGMDS3:25730903| PHA-680632:18026198| Trametinib, TRAMETINIB:27659046| CEP-8983:23428903| EPIRUBICIN, Epirubicin:17388661| Vorinostat, VORINOSTAT:26009011,25669829| ERLOTINIB, Erlotinib:27659046| Doxil:16243804| BEVACIZUMAB, VEGF:11720743,15579019| RG7112:26459177| Ifosfamide, IFOSFAMIDE:23165797| DAB:8185829| venetoclax:-| LY3009120, LY-3009120:26343583| PUROMYCIN:11866936| NUTLIN-3, Nutlin-3:25964101,26494859,26883273| PD-0325901:26272063| PF-04217903:27659046| NSC319726:22624712| unspecified EGFR antibody:27196767| CISPLATIN:11595686| METHYLPREDNISOLONE:16684279| ADJUVANT CHEMOTHERAPY:26899019| R-FLURBIPROFEN, TARENFLURBIL:15710360| RITUXIMAB:11895917| APR-246:22965953,21239882,21415220,26086967,27179933| DIETHYLSTILBESTROL, DES:15545218| RIZATRIPTAN, FAS LIGAND:14614330| EMD 1214063, Tepotinib:26358474| epirubicin, EPIRUBICIN:22903472| VESNARINONE:7750082| CGM097:27659046| JQ1:24231268| BLZ945:27199435| AZD-6738, AZD6738:26563132,28062704| CAPECITABINE:24957073| PACLITAXEL:16459017| STREPTONIGRIN:12027749| R547, RG-547:17121911| GEMCITABINE, Gemcitabine:27167172,23520471,21389100,27815358,26228206| CPUY201112:26743233| MK-8242:28240971| ABEMACICLIB, Abemaciclib:27217383| ReACp53:26748848| DOXORUBICIN, Doxorubicin:25658463,21399868,16243804,23165797,26826118| TIRAPAZAMINE:9647614| PF-06463922, LORLATINIB:28285684| INOSITOL:16733561| Daunoxome:16243804| GARLIC:16351512| p28:23449360| ETOPOSIDE, Etoposide:25964101| YONDELIS:16888811| CYCLOPHOSPHAMIDE, Cyclophosphamide:17388661,16243804,26438783| AZD2461:27550455| INTERFERON ALFA-2B, INTERFERON ALPHA-2B:16001656| Pazopanib, PAZOPANIB:26646755,25669829| INC280, CAPMATINIB:25971938| doxorubicin:-| IGF-1R antibody:27196767| 7RH:26855149| SP-600125, SP600125:22438244| CHEMBL303958, NU6027:21730979| CARBOPLATIN:11595686| Daunorubicin, DAUNORUBICIN:16243804| MCP-1:16614397| CAROTENOID:10051470| TAMOXIFEN:10786679| Camptosar:18618574| PIMASERTIB, Pimasertib:26228206| unspecified IGF-1R antibody:27196767| OXALIPLATIN:24957073| AMG 232:25567130,26162687| CHEMBL376408, ABT-737:21468686| ENALAPRIL:16900775| PI-3065:24919154| Temozolomide, TEMOZOLOMIDE:21730979| GDC-0425, RG-7602:27815358| Trifluridine, TRIFLURIDINE:25700705| DASATINIB, Dasatinib:26855149| OLAPARIB, Olaparib:22172724| INK-128, Sapanisertib:25261369| ALPELISIB, Alpelisib:27659046| CTX-1:26883273| Irinotecan, IRINOTECAN:25567130| SAR405838:25145672,27550999,27765850| antineoplastic agents:18357466;19052714;19786980;20638924;22188361;26696550| Ibrutinib, IBRUTINIB:26563132| SRA737:27167172| TRIFLUOPERAZINE:12415616| ERBB3 antibody:27196767| HALOPERIDOL:16476148| CARBOPLATIN, Carboplatin:25567130,25658463,26494859,27998224| TANESPIMYCIN, Tanespimycin:26009011| URSODIOL, URSODEOXYCHOLIC ACID:15885361| SELICICLIB, Seliciclib:22862161,26826118| capecitabine:26696550| IL-12, PROXYPHYLLINE:16751417| PF-05212384, GEDATOLISIB:23980093,21325073
TP53AIP1	cyclophosphamide:-| fluorouracil:-| epirubicin:-
TP73	EPIGALOCATECHIN GALLATE, EGCG:17369354| ARABINOFURANOSYLCYTOSINE, CYTARABINE:16505115| NERVE GROWTH FACTOR:10894779| CARBOPLATIN:12499281| CDDP, CISPLATIN (CHEMBL2068237):11689148| RETINOIC ACID, TRETINOIN:10809758| BEVACIZUMAB, VEGF:11704858| UVB:14514652| VCR, VINCRISTINE:12007564| ANTIOXIDANT:12023887| REGRAMOSTIM, GM-CSF:15126418| TAZAROTENE:15610529
TPH1	Selective serotonin reuptake inhibitors:24930681| lithium:21047205
TPH2	Selective serotonin reuptake inhibitors:24930681| antidepressants:18496129| mirtazapine:18496129
